src,dst
3913,2166
3260,2573
2671,2797
7275,2441
10171,2840
1393,2954
2024,2577
8563,2734
1412,2512
1503,2323
6161,2718
4388,2359
3648,2742
8530,2071
8367,2262
2555,2908
3861,2108
7005,2781
8230,2413
6422,2379
10930,2859
4066,2357
4768,2798
7773,2249
7092,2306
5818,2604
3287,2271
10156,2230
7708,2204
4436,2722
3326,2270
1688,2034
7332,2028
10682,2787
1136,2138
8141,2485
10158,2318
4342,2988
3714,2786
6860,2920
7797,2060
7551,2623
1892,2789
2968,2514
1611,2991
4347,2875
5545,2459
9723,2989
3657,2916
6756,2085
7396,2674
9491,2183
9856,2051
4517,2778
2571,2130
1333,2773
1744,2467
9183,2511
5128,2017
1321,2107
9059,2762
10516,2769
6601,2463
9498,2867
8764,2144
2501,2867
4387,2344
1014,2120
3018,2141
10452,2481
3814,2116
10795,2334
8941,2096
3346,2071
9712,2899
10042,2610
5248,2772
9462,2151
7551,2836
5923,2953
2179,2244
4837,2126
8294,2753
10513,2214
1122,2068
4280,2434
9072,2274
7362,2899
5505,2958
3807,2666
7007,2328
3246,2324
4920,2339
5720,2592
5229,2795
4699,2448
1088,2727
8624,2093
10196,2984
9620,2641
7813,2254
10649,2875
5533,2016
4966,2007
6884,2128
5138,2462
8341,2364
4032,2513
7721,2639
4065,2724
3921,2844
2359,2098
1976,2975
2804,2366
7206,2730
5891,2304
1922,2896
2263,2788
4384,2151
7424,2150
10892,2661
6609,2377
10841,2625
4478,2153
10473,2810
3443,2627
4529,2371
3530,2790
1983,2724
8573,2416
3296,2762
1764,2935
10364,2096
10201,2454
1804,2632
9683,2592
10042,2338
7993,2063
2340,2166
8501,2421
7144,2014
7982,2222
2420,2615
6708,2126
9113,2525
3652,2949
4223,2617
2494,2847
6857,2696
10068,2778
4833,2773
10845,2638
2107,2196
3468,2476
2635,2059
8789,2593
1353,2075
1428,2985
8077,2392
6324,2123
2176,2464
8665,2855
5187,2467
8746,2882
4192,2251
5465,2973
6583,2639
6636,2035
2360,2472
2489,2343
8226,2630
3901,2977
8921,2586
4699,2570
1783,2994
4703,2640
4552,2333
7712,2644
9602,2737
6371,2116
6825,2083
2226,2144
6380,2987
10663,2264
7893,2307
2712,2720
2630,2250
1658,2877
2650,2423
8063,2315
2454,2074
2219,2235
8507,2468
5274,2108
9639,2002
8116,2905
10268,2364
10240,2577
9568,2959
10095,2175
3695,2425
2543,2048
9839,2887
9693,2458
7077,2509
3835,2510
6519,2848
4759,2944
2585,2644
8899,2755
6124,2831
8522,2431
3818,2072
6942,2539
6542,2459
8859,2221
6786,2463
2131,2535
9254,2370
4980,2982
2096,2503
3184,2661
10612,2348
8948,2342
10456,2574
2548,2131
3913,2034
4766,2286
5919,2629
10364,2077
6377,2770
3617,2554
4241,2131
1102,2704
9504,2278
10086,2019
7189,2711
5894,2021
10778,2623
5792,2452
8667,2183
7358,2225
10191,2335
9912,2435
10132,2691
5476,2708
2136,2058
4922,2115
8649,2817
5744,2021
3940,2404
1298,2191
1108,2858
3569,2679
7556,2946
9732,2619
4043,2641
4244,2014
4295,2549
4284,2857
4171,2781
9950,2290
7363,2109
6658,2717
4452,2302
3797,2594
1001,2441
1133,2391
9436,2307
1878,2948
2903,2156
9191,2819
2895,2622
10655,2147
5703,2243
3267,2966
6726,2678
3000,2383
1620,2431
5748,2841
2547,2374
2597,2602
9052,2978
5199,2594
8843,2226
2209,2513
1086,2979
3142,2674
2597,2412
8229,2058
2169,2856
10171,2110
8269,2356
6302,2760
4659,2436
6824,2652
9398,2048
10708,2306
10909,2938
2614,2555
7141,2044
4044,2438
7560,2682
2070,2851
7902,2135
5577,2697
10650,2190
5077,2623
2864,2410
5693,2196
5651,2208
6889,2465
2111,2040
9526,2876
1902,2036
3245,2771
4757,2635
1516,2514
5622,2013
10265,2335
7815,2630
10167,2605
2675,2441
8634,2168
3902,2626
8232,2792
2190,2882
9319,2589
6080,2273
9278,2960
6734,2433
8206,2129
9010,2143
1313,2426
2774,2963
7105,2160
6086,2835
9762,2414
3035,2606
10130,2678
7869,2116
9230,2115
4796,2381
4216,2266
1212,2093
9396,2390
1629,2597
5252,2637
7117,2487
10383,2638
4218,2266
7506,2981
3398,2065
4325,2076
10964,2157
4383,2259
10340,2585
5892,2392
6867,2261
1253,2353
8116,2415
9785,2579
8715,2389
3928,2420
10359,2283
1797,2632
5281,2236
5181,2324
2367,2598
10951,2163
8021,2597
3283,2004
4896,2318
1562,2726
3070,2899
4303,2376
2385,2361
10961,2042
5497,2345
9025,2168
6490,2798
9414,2575
6947,2141
9086,2463
10529,2117
4895,2763
7893,2163
2756,2002
10574,2909
2501,2645
4685,2245
6477,2517
2071,2575
10205,2701
8060,2696
9537,2979
4852,2088
4205,2269
8752,2984
9543,2930
1762,2419
9539,2963
8395,2492
5311,2087
6112,2852
6474,2740
8918,2022
7893,2001
1973,2780
1233,2299
5766,2529
1321,2924
5199,2361
9598,2287
2977,2272
10748,2697
5529,2194
9020,2266
2895,2757
3262,2033
4671,2243
8160,2234
10649,2098
5845,2746
5703,2391
3773,2849
5009,2552
7006,2334
2479,2791
5582,2267
6103,2198
10633,2445
4968,2491
8414,2952
1277,2653
4093,2609
7407,2715
10908,2924
10144,2437
3907,2892
8489,2571
7861,2867
7331,2488
4254,2867
6520,2756
10962,2242
9488,2361
8434,2171
6506,2607
10795,2291
4722,2380
6073,2955
9554,2108
1311,2207
2540,2971
4260,2216
8117,2477
1717,2793
2419,2305
4630,2871
3428,2352
9236,2581
7180,2481
6515,2011
6449,2811
8995,2732
4031,2748
1454,2698
6314,2483
5611,2804
3590,2305
10292,2354
1739,2263
9796,2127
3436,2078
7456,2889
10628,2005
4664,2738
1071,2803
2297,2963
10160,2401
3154,2164
6860,2252
5915,2237
7057,2051
10046,2707
8493,2068
7785,2171
4825,2115
9246,2606
3775,2253
7994,2006
7783,2039
6911,2852
3943,2770
8898,2117
10978,2540
3318,2611
1277,2354
7869,2073
6198,2379
7848,2240
9978,2259
7542,2892
9141,2397
6003,2883
9295,2216
4683,2562
10997,2128
4242,2114
9794,2707
10217,2043
4560,2533
1391,2338
1222,2148
10417,2309
5911,2264
9464,2085
10812,2888
3219,2448
4647,2503
6815,2002
2977,2099
7656,2113
1492,2657
8286,2700
5583,2836
7008,2252
1121,2781
5036,2118
5545,2964
6331,2939
9027,2194
9433,2115
6295,2998
3116,2101
9864,2590
5630,2906
9225,2481
5239,2428
10423,2858
4152,2386
1755,2061
7826,2928
3624,2191
6915,2016
10585,2349
8327,2730
1553,2807
9666,2181
9998,2984
6267,2186
5151,2296
10872,2020
5928,2420
1145,2691
9014,2791
2678,2902
9317,2920
3930,2086
2749,2864
8890,2630
2699,2448
8537,2879
6231,2980
7419,2524
4250,2961
7466,2453
3127,2962
6803,2172
9069,2662
8995,2392
4028,2554
4936,2470
4725,2532
3291,2581
6180,2535
8097,2343
7803,2069
4679,2104
1346,2216
9303,2962
10886,2640
10490,2134
7284,2674
10363,2836
1743,2329
8176,2824
9520,2442
6217,2687
8679,2964
1437,2519
9398,2422
4867,2210
7257,2088
6750,2789
2663,2499
1367,2178
8183,2762
7685,2936
5793,2332
3377,2086
10432,2702
6537,2974
4154,2394
2083,2279
2230,2896
4868,2216
1886,2107
8156,2865
5184,2514
8158,2503
1553,2404
3824,2394
9091,2519
9795,2267
10290,2638
4822,2516
2826,2941
2094,2834
5649,2234
1549,2731
9800,2395
1620,2770
1098,2551
7218,2438
2371,2026
5539,2203
3811,2091
7325,2082
6104,2318
8568,2094
4236,2376
7946,2533
5837,2468
5274,2022
6093,2266
1488,2054
4408,2834
2419,2603
9093,2978
2591,2962
10333,2339
8736,2619
2649,2104
3039,2289
4985,2712
5153,2571
9234,2060
6780,2616
8608,2599
9977,2961
9729,2959
3271,2207
2518,2185
6254,2034
1716,2955
3312,2756
3169,2001
7909,2484
9270,2743
1275,2107
5690,2454
4699,2127
9355,2711
5256,2229
10851,2099
3421,2118
8013,2433
10037,2280
3779,2772
2316,2603
3007,2605
7494,2688
10847,2079
2652,2964
4336,2573
8897,2081
8051,2292
8980,2084
7799,2734
2559,2259
6282,2784
8379,2262
9213,2905
8222,2404
10773,2975
6350,2944
1327,2471
1159,2664
10939,2722
6090,2560
8062,2794
8863,2047
6196,2166
5583,2240
5953,2427
9848,2882
5402,2916
4282,2486
10244,2096
7888,2823
5449,2393
1839,2026
4142,2975
8257,2564
1382,2796
2302,2280
5876,2910
4148,2956
5013,2250
2739,2684
7295,2873
4050,2491
1965,2959
1249,2526
4562,2616
6286,2107
5741,2674
3136,2613
7951,2504
4645,2979
2906,2674
2412,2683
7516,2791
9894,2028
9880,2144
7258,2655
8439,2648
1187,2271
8116,2882
2815,2541
7907,2737
10169,2279
8312,2740
10774,2517
7426,2877
9506,2022
8968,2042
1018,2369
8527,2096
8737,2540
10627,2076
2803,2008
6738,2439
7173,2313
4276,2642
4008,2310
3182,2028
8928,2141
10382,2589
6877,2701
1705,2700
3193,2794
9747,2468
6406,2890
6695,2134
5392,2402
10329,2286
2013,2397
6762,2760
3298,2252
2789,2295
2198,2158
2951,2593
10153,2345
3650,2857
8020,2933
6417,2875
7837,2971
10390,2326
3461,2112
1133,2100
3563,2163
1721,2953
6925,2158
1833,2736
8226,2437
4379,2705
3752,2809
7999,2789
4489,2676
8506,2303
5818,2622
9824,2737
10203,2992
8765,2529
1661,2591
9382,2592
6266,2354
2840,2948
6084,2077
10502,2893
3474,2916
2635,2445
10935,2725
7208,2497
3857,2219
4426,2545
6486,2616
6036,2652
3223,2884
10421,2649
10515,2012
6973,2683
4839,2865
8046,2834
4620,2572
6132,2075
6230,2802
10021,2909
1461,2632
7348,2819
9465,2799
7927,2208
7318,2285
4903,2257
9513,2006
8004,2912
2085,2735
1021,2780
6729,2843
1470,2567
9660,2989
10983,2440
3694,2490
3493,2087
6748,2932
5680,2411
7263,2086
5475,2931
4240,2855
1870,2961
5389,2020
5210,2483
2665,2562
8092,2050
7744,2464
10405,2594
9731,2099
4251,2029
1581,2328
2231,2261
5158,2236
10809,2792
3216,2298
9960,2507
6140,2560
3692,2921
7459,2389
9297,2887
1694,2875
9494,2534
9424,2220
3635,2793
7512,2739
7751,2859
1509,2508
1487,2093
7205,2641
1453,2101
6984,2043
2479,2569
3490,2581
3375,2955
2503,2204
2342,2328
8079,2648
3025,2086
3224,2898
6650,2661
9264,2126
9176,2913
2451,2673
4187,2688
1473,2177
10875,2824
2066,2261
1266,2666
8206,2153
7722,2774
9327,2042
5026,2955
8530,2049
9243,2076
8330,2452
10114,2668
10753,2919
4402,2291
9074,2837
9335,2619
3994,2113
7741,2176
4146,2949
5557,2880
4973,2466
1319,2461
6816,2031
7157,2480
5790,2300
10912,2249
7477,2428
7591,2640
3634,2317
4001,2012
2395,2091
5595,2631
7352,2043
5281,2509
10408,2888
1393,2031
2727,2315
7957,2284
8027,2194
2303,2791
7050,2455
7011,2045
5919,2438
8033,2545
7799,2033
5038,2776
10834,2831
3025,2879
4067,2890
4038,2536
7203,2224
7923,2251
1506,2695
1792,2205
9813,2958
3603,2073
7272,2211
7586,2362
2079,2928
4098,2876
6761,2886
4384,2923
1844,2881
2404,2907
3552,2542
9234,2217
8316,2534
8899,2254
6330,2667
1614,2777
10057,2288
3093,2356
9631,2719
4529,2482
10912,2235
1356,2371
7715,2863
8018,2677
1152,2926
10867,2557
5512,2911
1025,2647
5915,2919
4513,2931
6752,2424
2784,2004
6036,2478
8905,2366
10601,2246
8542,2000
4800,2735
5613,2423
7831,2538
2970,2803
8142,2546
6089,2833
3137,2478
10102,2905
10999,2438
5678,2158
3723,2365
1557,2967
1786,2920
10014,2800
2174,2689
1889,2422
6007,2687
4235,2253
4677,2949
3298,2491
7652,2585
9085,2190
2523,2817
7747,2645
8845,2259
1079,2813
6929,2555
6588,2193
7842,2971
4351,2668
6847,2798
6032,2146
2215,2978
10475,2750
1807,2147
2118,2507
10695,2218
2172,2022
7069,2541
6821,2330
9934,2922
6605,2474
5896,2644
4136,2702
5642,2710
10928,2467
10574,2804
7897,2668
6359,2437
6610,2022
10496,2488
4242,2083
4889,2759
2482,2913
4660,2365
3223,2666
9543,2462
6707,2137
9954,2348
10522,2585
5860,2459
4225,2456
5523,2706
8568,2996
5423,2167
3861,2946
6797,2794
1484,2769
10476,2722
9800,2715
7300,2140
1722,2588
3030,2154
8874,2171
2398,2781
3085,2517
1559,2722
9822,2822
2025,2807
7021,2914
4282,2930
1771,2547
8798,2102
9751,2562
2914,2097
10923,2640
5475,2965
10991,2155
5501,2377
4806,2655
4115,2067
7794,2109
2583,2578
9053,2231
1559,2888
10316,2832
8783,2222
5511,2823
8975,2775
6097,2825
10286,2831
4282,2403
2513,2145
9654,2032
1785,2701
1133,2929
8028,2365
8216,2301
6698,2597
4764,2487
8818,2571
6878,2657
10646,2032
6493,2370
4601,2599
6703,2674
2506,2067
3497,2315
8098,2410
7863,2228
5954,2777
8072,2542
10883,2682
5451,2392
3593,2491
3815,2048
8699,2176
10450,2679
2497,2081
7023,2262
3743,2655
2509,2050
8976,2940
8946,2473
2854,2034
1302,2158
10116,2362
9729,2051
8991,2057
9741,2626
3307,2648
6192,2254
8034,2527
2656,2344
1147,2270
7330,2728
8311,2644
6361,2483
9520,2892
5174,2668
1414,2668
7738,2155
9870,2955
5574,2363
5368,2172
2427,2300
4016,2561
8152,2061
9451,2326
4723,2173
2282,2956
7893,2933
10682,2613
7025,2143
6268,2903
5246,2882
2651,2994
5926,2699
6053,2408
2252,2048
5828,2986
1804,2620
5945,2959
5043,2277
2446,2675
7426,2092
4158,2210
6295,2135
2860,2094
7843,2126
7959,2850
9103,2446
5822,2261
9905,2275
7741,2090
1336,2243
6631,2708
7904,2134
9810,2033
10383,2479
10621,2424
7809,2099
2319,2310
3503,2236
2104,2234
4108,2059
3495,2109
2888,2386
1637,2387
3038,2140
9995,2394
4357,2075
5695,2831
9878,2173
7445,2585
5805,2093
5903,2315
7644,2969
4646,2430
5534,2368
7705,2704
3849,2671
9612,2673
5176,2213
5899,2123
5388,2230
5683,2132
7543,2033
10965,2509
4158,2619
5884,2132
5397,2528
2345,2189
9661,2924
5309,2008
8361,2140
4264,2018
1983,2088
5818,2576
7259,2079
2063,2061
5311,2112
5676,2251
1285,2922
5598,2504
2368,2305
3577,2457
1437,2600
8530,2319
4161,2213
4213,2118
8592,2612
2711,2909
8182,2648
9650,2898
10941,2642
3045,2358
9480,2157
4351,2317
5154,2087
3060,2378
6347,2458
9355,2186
4768,2376
6239,2466
4480,2725
3107,2645
7812,2418
9271,2932
9033,2780
8093,2481
9002,2201
9947,2227
8869,2649
3678,2685
7246,2421
5418,2220
8506,2547
6292,2341
1397,2974
5308,2834
2298,2692
8005,2020
3890,2206
10371,2149
9912,2377
5235,2273
1853,2101
6634,2873
5065,2870
3687,2531
4110,2199
7889,2106
6641,2123
1694,2573
8216,2255
7684,2400
1780,2517
3357,2475
3846,2749
2288,2426
5966,2379
3953,2161
2811,2900
8075,2776
1841,2138
3814,2733
9398,2201
3974,2204
9686,2757
4512,2084
7211,2742
9982,2583
2759,2854
4063,2012
6870,2698
6912,2529
7521,2005
5773,2159
7124,2307
4063,2209
5262,2030
4956,2688
7068,2236
8219,2282
10507,2398
10384,2814
8543,2687
6288,2729
4411,2724
1462,2573
2496,2476
5171,2316
8797,2696
9034,2727
6674,2258
8862,2677
10117,2330
7103,2780
10417,2882
2699,2316
5476,2659
3378,2620
1364,2076
7892,2150
2753,2153
9781,2174
7369,2566
4243,2572
6700,2590
2744,2199
1584,2462
3678,2172
10725,2345
1969,2954
1337,2591
2443,2521
10942,2641
10368,2716
8412,2276
3337,2023
1920,2949
4509,2288
8030,2824
4329,2021
9943,2917
4017,2173
7084,2279
3930,2757
9931,2096
2448,2598
3096,2177
6712,2640
1438,2018
7340,2843
7941,2588
5612,2867
8951,2473
9005,2830
5137,2403
10414,2279
2857,2934
4467,2963
9523,2235
7240,2605
4422,2321
5437,2386
1196,2415
9593,2122
5318,2715
7898,2707
7344,2707
10090,2600
8442,2200
6839,2655
10250,2531
10712,2863
9319,2467
2027,2927
2471,2487
1441,2042
1453,2199
8386,2972
7180,2414
5578,2913
2400,2426
4459,2371
9503,2386
8893,2681
4040,2338
4807,2315
4471,2149
1044,2079
4026,2859
10570,2031
8286,2242
7340,2553
10780,2810
4379,2103
7103,2453
2712,2415
9148,2279
3996,2545
9004,2341
3794,2626
8401,2829
6953,2456
5705,2901
7136,2597
6309,2500
2902,2635
6484,2806
5190,2133
7867,2113
4861,2823
9030,2337
6617,2833
2543,2279
7548,2157
4989,2580
9627,2502
4750,2731
5800,2805
5424,2617
7899,2753
3589,2234
6012,2538
9612,2299
6312,2047
10142,2354
2978,2680
8004,2954
10047,2872
8493,2009
7833,2614
10985,2391
3592,2673
7744,2709
5367,2347
4241,2737
10545,2385
8593,2387
4697,2075
3153,2099
8266,2755
2855,2209
3217,2307
8104,2112
2947,2571
9554,2028
9379,2058
2191,2655
10287,2267
6773,2828
3606,2200
1317,2040
2650,2791
3901,2303
4336,2868
9267,2927
7341,2191
6628,2383
6843,2179
3362,2789
3537,2529
6796,2700
3621,2433
4444,2695
6197,2591
1318,2237
7301,2071
6554,2965
10524,2052
9299,2136
4352,2695
10437,2823
1461,2862
5437,2002
7883,2603
2163,2611
1953,2880
9019,2814
10897,2628
1824,2608
9216,2254
2129,2667
10004,2743
6976,2407
10120,2815
10697,2410
4891,2343
8746,2472
10147,2775
8820,2065
5901,2004
1459,2780
4602,2771
10225,2207
9060,2478
3643,2184
4671,2303
2569,2255
2300,2097
8793,2690
5478,2863
3679,2849
3333,2522
1990,2299
2891,2445
7100,2689
3337,2331
2575,2962
6818,2085
7825,2628
5486,2822
10859,2253
10984,2200
2316,2907
1472,2678
10506,2707
3818,2873
10287,2929
6897,2871
2706,2174
5301,2129
8978,2783
2864,2421
3560,2438
6470,2967
10449,2115
8551,2612
9630,2550
2987,2232
5596,2403
2678,2868
10560,2367
3532,2452
7267,2647
9567,2593
1453,2600
5450,2886
5486,2145
7380,2931
3758,2561
2974,2918
8117,2843
7656,2767
5686,2807
1930,2630
10773,2589
8296,2667
1349,2632
2969,2591
6201,2642
9539,2558
8241,2378
8563,2364
10930,2619
1286,2329
10110,2414
3154,2477
10890,2289
3924,2351
6549,2830
10565,2422
10822,2453
10793,2562
6106,2967
1990,2159
5897,2288
7688,2669
3520,2029
3274,2032
8657,2423
7829,2896
1218,2151
10188,2464
7126,2041
10713,2981
7161,2820
1890,2283
8867,2013
1488,2750
2163,2952
7614,2075
4833,2501
5716,2632
9803,2981
10755,2566
2420,2974
2663,2653
10237,2164
6906,2511
8395,2888
5002,2028
10118,2351
1375,2485
9229,2905
7339,2145
6994,2453
8519,2259
2199,2036
8536,2488
1002,2464
5482,2736
1243,2340
1661,2242
3941,2634
4265,2400
3687,2622
8581,2251
3242,2004
6086,2748
10884,2387
5977,2804
8885,2795
7989,2145
8712,2761
1421,2755
10864,2415
1142,2744
9131,2258
7072,2381
4144,2486
2454,2333
3808,2517
1331,2063
1119,2154
1891,2113
3634,2603
7563,2947
1071,2928
10365,2676
4922,2731
7787,2850
6253,2966
1131,2746
8915,2250
5320,2312
1691,2678
5847,2215
6678,2323
7537,2192
1394,2492
9215,2284
7338,2934
5480,2361
6832,2166
4844,2459
3294,2708
6878,2066
10530,2676
7129,2591
4066,2713
9141,2436
3414,2465
1503,2196
8618,2971
10822,2759
4839,2850
6421,2098
9172,2144
7790,2281
2522,2513
4314,2542
5048,2842
7605,2417
6535,2374
4590,2732
7054,2549
10967,2969
8605,2054
3251,2402
9493,2109
9540,2569
5456,2469
8624,2327
10404,2982
8947,2472
5225,2994
4277,2618
7829,2313
6196,2623
3087,2535
4608,2798
2523,2237
6061,2660
7373,2838
2120,2872
2311,2989
9048,2403
6427,2203
5717,2241
8402,2065
7043,2228
5969,2659
7987,2156
1391,2292
3080,2930
5410,2703
1372,2957
1275,2256
3914,2897
6689,2898
9542,2536
1353,2548
7889,2555
3937,2183
5027,2591
8244,2407
5079,2425
4144,2253
9889,2019
7586,2570
10396,2585
8916,2474
7051,2974
2353,2281
3321,2188
3294,2291
10990,2015
7266,2827
7478,2581
4276,2179
6805,2977
7025,2171
10307,2710
5386,2019
9544,2317
6899,2179
7455,2390
8124,2448
3235,2050
9209,2436
10452,2085
1853,2427
7806,2336
1382,2017
3469,2625
6745,2554
5088,2426
2776,2549
10617,2255
4908,2156
6900,2417
10074,2274
7220,2116
2352,2351
4003,2802
2240,2078
4352,2030
3580,2608
7009,2334
10897,2738
3151,2329
1701,2376
6491,2793
7041,2781
8512,2703
8109,2992
9035,2001
9547,2066
2177,2899
3338,2718
5014,2147
7427,2911
9463,2895
3483,2503
8797,2883
6581,2392
8299,2418
10255,2278
6982,2867
7997,2651
8222,2446
6283,2831
2260,2851
1129,2578
2874,2333
7954,2583
2735,2595
3007,2264
4245,2723
10526,2928
3332,2023
2824,2575
10254,2938
2452,2093
5191,2045
8226,2104
10823,2747
2562,2355
6094,2784
4276,2136
5333,2882
10999,2344
5610,2537
10441,2266
5368,2623
4903,2948
7672,2235
6903,2950
9789,2476
8484,2569
10562,2889
5887,2478
1809,2160
3730,2085
1658,2207
6663,2709
8652,2679
9933,2647
6830,2709
4195,2676
10521,2060
3447,2653
10004,2618
5318,2111
5419,2065
4163,2640
9660,2116
3167,2844
6537,2749
10020,2766
8920,2990
4634,2942
6041,2143
6886,2538
1217,2402
8602,2048
3381,2998
1433,2465
9148,2026
7575,2835
8647,2208
6097,2865
9614,2241
2309,2733
5387,2215
9394,2855
3582,2550
8145,2500
10493,2370
9587,2381
9271,2274
8635,2027
1405,2220
4394,2140
7638,2997
7645,2895
6554,2911
8097,2821
9513,2285
1406,2946
4355,2987
10787,2787
1652,2296
7991,2531
5363,2281
3011,2562
9303,2808
10951,2040
3220,2456
2398,2009
10445,2045
5942,2288
1499,2037
10353,2949
8827,2566
2354,2986
6201,2644
6050,2604
8067,2833
1226,2236
3202,2921
1501,2446
3089,2437
2173,2358
6932,2846
5139,2406
3842,2969
6595,2035
1175,2171
7350,2876
9959,2377
1397,2506
7267,2139
6657,2447
7209,2781
4512,2774
8498,2344
3957,2147
6635,2821
7274,2747
9638,2507
9461,2763
6451,2724
7056,2243
4750,2252
2719,2093
7784,2588
3419,2465
2042,2228
7480,2864
5737,2002
1002,2137
7267,2144
3472,2425
8641,2071
3735,2970
8001,2486
4286,2804
10113,2043
1243,2982
9009,2230
4041,2783
5963,2225
1816,2679
9260,2703
7476,2080
6923,2007
10532,2771
9721,2312
7865,2988
10440,2972
4393,2734
7934,2149
6957,2064
2682,2042
2467,2564
7380,2258
6978,2676
1247,2940
1904,2446
1846,2088
2235,2132
3384,2690
4696,2005
4949,2725
6545,2382
5206,2887
8295,2702
1047,2449
6166,2849
1964,2906
7509,2714
6568,2848
5263,2367
6177,2184
8873,2003
9376,2650
8204,2664
6379,2597
1302,2139
2443,2076
6375,2844
1558,2203
3563,2867
6168,2153
3768,2697
2590,2483
7882,2321
2265,2524
8998,2434
4958,2619
9315,2410
7263,2240
4469,2423
7309,2187
5753,2696
1734,2454
2177,2236
2968,2227
8053,2545
6462,2378
5702,2321
3001,2356
1744,2735
10827,2197
5369,2697
5342,2901
5031,2147
7777,2118
2096,2228
5973,2735
3388,2761
8308,2634
9683,2804
10666,2242
3075,2991
1461,2023
8585,2268
3601,2986
9357,2113
6627,2357
9531,2527
1203,2599
5269,2129
8269,2278
6515,2355
5063,2129
9293,2341
3247,2282
3506,2920
7367,2824
10559,2228
4745,2244
9875,2899
1128,2931
6089,2417
1949,2518
9731,2685
7670,2521
2118,2526
8668,2248
9372,2187
10332,2848
2995,2920
10668,2694
2286,2924
4823,2596
4995,2954
10929,2718
4760,2297
6428,2760
3444,2940
2671,2482
4812,2527
9556,2871
10320,2271
5492,2985
10550,2135
9771,2992
10932,2743
5503,2954
2856,2108
4980,2362
3862,2685
9459,2349
7413,2273
7206,2315
2473,2434
5608,2915
6287,2457
7860,2642
2415,2443
7196,2354
1752,2003
4961,2923
10727,2923
5591,2027
8825,2918
3245,2741
6113,2933
6898,2866
5692,2899
3374,2939
4887,2934
5934,2970
2884,2153
1399,2754
1351,2687
1403,2039
1876,2777
5730,2222
6828,2044
2248,2863
7266,2407
3630,2045
8080,2038
8744,2267
10941,2546
2997,2629
6333,2727
1898,2352
9536,2721
5672,2814
2318,2549
1797,2922
1017,2933
6880,2607
5205,2487
8440,2656
3246,2744
6634,2727
10619,2306
6684,2527
3209,2598
6068,2361
6027,2880
9677,2693
1053,2479
6890,2131
6663,2868
4934,2790
10121,2762
10106,2559
7671,2042
2481,2565
10173,2419
3887,2208
5308,2538
2576,2940
6834,2857
6544,2210
4652,2689
9761,2630
3544,2042
3178,2159
9788,2339
1776,2732
7664,2651
9059,2052
5564,2532
9970,2217
10537,2766
5382,2349
1351,2520
6558,2621
6413,2621
2773,2510
1913,2721
10736,2591
3087,2235
4495,2297
4607,2454
4369,2803
10481,2278
3119,2122
8096,2012
7077,2036
2081,2046
8598,2283
3346,2288
6860,2031
4743,2929
8670,2815
2497,2452
1480,2217
3726,2899
2066,2029
1731,2051
7059,2230
1682,2225
4348,2272
4619,2364
4565,2787
10365,2153
2168,2080
1065,2479
10319,2802
9331,2627
2889,2398
2758,2325
9344,2845
8728,2618
4196,2578
9262,2044
2956,2368
2445,2774
2901,2616
9596,2116
4496,2155
4541,2963
4596,2066
2500,2765
4411,2980
2925,2715
8913,2996
2705,2003
3260,2993
3361,2710
10473,2250
1837,2338
8481,2340
5433,2901
6529,2164
4173,2994
1696,2224
7316,2180
9301,2331
6152,2218
6902,2357
3344,2849
5036,2591
8432,2853
5634,2844
1471,2246
4874,2207
9807,2489
10047,2176
2682,2619
2409,2808
3528,2257
4119,2010
7960,2555
4182,2356
6846,2910
1169,2506
10510,2355
6622,2629
4723,2957
2315,2377
3297,2429
6681,2719
3165,2267
3238,2661
4008,2944
9473,2545
9290,2751
8351,2203
2723,2845
6970,2852
2331,2916
10316,2265
7875,2748
10607,2909
9639,2944
4245,2084
1945,2166
6730,2388
9320,2283
2793,2790
7584,2708
3849,2309
3102,2151
1358,2147
1998,2164
6857,2933
9897,2516
7256,2606
8770,2958
3370,2940
2544,2741
10388,2145
10690,2156
2427,2401
7305,2225
7125,2488
5917,2312
5068,2342
10136,2613
6415,2869
1472,2564
6221,2902
8209,2051
2960,2354
8634,2866
5725,2823
10509,2955
10652,2021
8037,2271
6767,2957
1441,2931
2145,2940
1348,2302
4258,2756
2167,2180
9751,2791
4800,2975
8158,2219
9309,2278
5191,2294
4653,2003
10832,2671
4355,2157
8821,2920
2784,2813
10327,2651
10170,2498
9307,2506
4268,2467
7241,2144
1597,2893
5045,2213
5094,2434
3581,2822
5564,2919
6793,2152
8888,2688
7138,2130
2290,2541
8657,2523
3123,2727
1724,2707
3311,2190
10778,2575
9264,2839
2179,2554
6484,2692
9187,2946
9303,2472
5875,2098
10687,2701
9333,2907
9877,2060
7867,2328
4610,2101
4010,2357
9769,2792
10395,2122
1654,2670
2070,2068
4729,2902
7356,2351
9509,2131
9972,2770
7369,2003
2010,2884
1068,2769
7694,2350
3302,2177
3383,2628
8437,2882
5989,2357
9118,2929
2721,2429
7208,2867
5368,2965
9992,2928
8004,2937
6465,2300
10925,2478
3352,2473
8970,2073
3722,2234
3856,2006
9100,2156
9057,2282
2212,2294
4589,2643
7594,2782
5313,2363
5698,2978
8228,2730
7705,2466
5100,2511
8546,2351
10315,2209
4928,2395
8913,2924
6013,2099
6205,2185
5517,2824
2897,2923
8680,2105
5655,2191
6094,2249
3262,2431
9656,2428
10599,2677
8419,2241
4259,2500
7888,2135
1526,2598
1715,2059
9257,2701
